asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion,feat_tiene_links,feat_errores_gramaticales,feat_todo_mayusculas,feat_solicita_info_personal,feat_cuerpo_len,feat_num_exclam,feat_upper_ratio,feat_num_words_body
"Re: Cambio de contraseña;""Hemos detectado un cambio de contraseña. Si no lo ha hecho usted; contacte con nosotros."";ham;seguridad@banco.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta Increíble: ¡Gane un Millón de Dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premiosmillonarios@ofertasespeciales.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Factura pendiente;""Estimado cliente; le recordamos que tiene una factura pendiente. Puede pagarla aquí: [enlace legítimo]"";ham;facturas@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Felicidades! Ha ganado un premio,Ha ganado un premio. Haga clic aquí para reclamarlo: [enlace sospechoso],spam,premios@premiosfalso.com,0,0,0,0,SPAM,0,0,0,0,73,1,0.05172413793103448,11
"Re: Reunión de trabajo;""Estimado/a [nombre]; le recordamos la reunión de trabajo de mañana a las 9:00 AM."";ham;reuniones@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Exclusiva: ¡No te lo pierdas!,Oferta exclusiva para ti. ¡Compra ahora!: [enlace sospechoso],spam,ofertas@ofertasfalsas.net,0,0,0,0,SPAM,0,0,0,0,62,2,0.061224489795918366,8
"Re: Reserva de hotel;""Estimado/a [nombre]; su reserva de hotel ha sido confirmada. Consulte los detalles aquí: [enlace legítimo]"";ham;reservas@hotel.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡¡¡¡Gane un crucero gratis!!!!;""¡Felicidades! Ha ganado un crucero gratis. Para reclamar su premio; proporcione sus datos personales: [enlace sospechoso]"";spam;ganacrucero@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,5,0.0,0
Re: Pago realizado,Su pago ha sido realizado con éxito. Gracias por su compra.,ham,pagos@tiendaonline.com,0,0,0,0,HAM,0,0,0,0,60,0,0.06382978723404255,11
"¡Gane un viaje a Disney!;""¡Felicidades! Ha ganado un viaje a Disney. Para reclamarlo; haga clic aquí: [enlace sospechoso]"";spam;disney@premiosfalso.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Entrevista de trabajo;""Estimado/a [nombre]; nos ponemos en contacto para programar su entrevista de trabajo."";ham;rrhh@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Limitada: ¡Aprovecha ahora!,Oferta limitada por tiempo limitado. ¡No te quedes sin tu producto! Compra ahora: [enlace sospechoso],spam,ofertaslimitadas@superofertas.com,0,0,0,0,SPAM,0,0,0,0,102,2,0.04878048780487805,15
"Re: Boleto de avión;""Estimado/a [nombre]; su boleto de avión ha sido enviado a su correo electrónico."";ham;boletos@aerolinea.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡¡¡Gane una casa nueva!!!;""¡Felicidades! Ha ganado una casa nueva. Para reclamar su premio; proporcione sus datos: [enlace sospechoso]"";spam;ganacasa@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,4,0.0,0
"Re: Pago procesado;""Estimado cliente; su pago ha sido procesado con éxito. Gracias por su compra."";ham;pagos@tiendaonline.com;False;False;#alse;False;Ham",#one,,,0,0,0,0,HAM,0,0,0,0,4,0,0.0,1
¡Ganaste un premio!,¡Felicidades! Has ganado un premio. Haz clic aquí para reclamarlo: [enlace sospechoso],spam,premios@premiosfalso.com,0,0,0,0,SPAM,0,0,0,0,88,2,0.07142857142857142,12
"Re: Actualización de cuenta;""Estimado usuario; hemos actualizado su cuenta. Puede revisar los detalles en su perfil."";ham;soporte@banco.com;False;False;False;False;Ham",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
Oferta Irresi#tible: ¡No te la pierdas!,Oferta irresistible por tiempo limitado.#¡Compra ahora!: [enlace sospechoso],spam,ofertas@ofertasfalsas.net,0,0,0,0,SPAM,0,0,0,0,77,2,0.047619047619047616,8
"Re: Envío de paquete;""Estimado cliente; su paquete ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;envios@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡¡¡Gane una moto nueva!!!;""¡Felicidades! Ha ganado una moto nueva. Para reclamar su premio; complete el formulario: [enlace sospechoso]"";spam;ganamoto@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,4,0.0,0
"Re: Información de vuelo;""Estimado/a [nombre]; su información de vuelo se encuentra adjunta."";ham;informacion@aerolinea.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Oferta Flash! ¡Compra ahora!,¡Oferta flash por tiempo limitado! Compra ahora antes de que se agote: [enlace sospechoso],spam,ofertasflash@ofertasfalsas.net,0,0,0,0,SPAM,0,0,0,0,91,3,0.0410958904109589,14
Re: Confirmación de reserva,Su reserva ha sido confirmada. Gracias por elegirnos.,ham,reservas@hotel.com,0,0,0,0,HAM,0,0,0,0,53,0,0.045454545454545456,8
"¡¡¡Gane un televisor nuevo!!!;""¡Felicidades! Ha ganado un televisor nuevo. Para reclamar su premio; ingrese sus datos: [enlace sospechoso]"";spam;ganatelevisor@sorteos.net;Tru#;True;True;True;Spam",No#e,,,0,0,0,0,HAM,0,0,0,0,4,4,0.3333333333333333,1
Re: Su pedido está en camino,Su pedido está en camino. Puede rastrearlo aquí: [enlace legítimo],ham,envios@empresa.com,0,0,0,0,HAM,0,0,0,0,69,0,0.09433962264150944,10
"Oferta increíble: ¡Gane un millón de dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premios@ofertasespeciales.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Tu#pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@ejemplo.com;True;False;False;False;Spam",#one,,,0,0,0,0,HAM,0,0,0,0,4,0,0.0,1
"Actualización de seguridad;""Estimado usuario; hemos detectado actividad inusual en su cuenta. Por favor; verifique su información aquí: [enlace sospechoso]"";spam;seguridad@cuentasegura.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu paquete está listo para ser recogido;""Hola; tu paquete ya está listo para ser recogido en la oficina de correos más cercana."";ham;notificaciones@correo.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Cita#médica;""Estimado paciente; le recordamos su cita médica para mañana a las 10:00 AM."";ham;citas@clinica.com;False;False;False;False;Spam",N#ne,,,0,0,0,0,HAM,0,0,0,0,4,0,0.3333333333333333,1
"Acceso a su cuenta bancaria;""Estimado cliente; hemos detectado un intento de acceso no autorizado a su cuenta. Haga clic aquí para verificar su información: [enlace sospechoso]"";spam;seguridad@banconacional.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Nueva oferta de trabajo;""Estimado candidato; tenemos una nueva oferta de trabajo que podría interesarle. Vea los detalles aquí: [enlace seguro]"";ham;empleos@empresa.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡Gane un auto nuevo!;""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamar su premio; ingrese sus datos aquí: [enlace sospechoso]"";spam;premios@ganagratis.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Problemas con su cuenta;""Estimado usuario; hemos detectado un problema con su cuenta. Por favor; verifique su información aquí: [enlace sospechoso]"";spam;soporte@cuentasegura.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado con éxito. Puede rastrearlo aquí: [enlace seguro]"";ham;pedidos@tiendaonline.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta limitada: ¡50% de descuento!,¡Aprovecha esta increíble oferta! 50% de descuento en todos nuestros productos. Haga clic aquí: [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,SPAM,1,1,1,1,118,2,0.05434782608695652,16
"Recordatorio de pago;""Estimado cliente; le recordamos que su pago vence el 15 de octubre."";ham;pagos@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Su cuenta ha sido bloqueada;""Estimado usuario; su cuenta ha sido bloqueada debido a actividad sospechosa. Por favor; restablezca su contraseña aquí: [enlace sospechoso]"";spam;seguridad@correo.com;True;False;False;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Re: Reserva de hotel;""Estimado cliente; su reserva de hotel ha sido confirmada. Puede ver los detalles aquí: [enlace seguro]"";ham;reservas@hotel.com;True;False;False;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"¡Gane un viaje gratis!;""¡Felicidades! Ha ganado un viaje gratis. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premios@viajesgratis.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Actualización de software;""Estimado usuario; hay una actualización importante de software disponible. Por favor; descargue la actualización aquí: [enlace seguro]"";ham;soporte@software.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta de préstamo;""Estimado cliente; obtenga un préstamo personal con tasas bajas. Solicite aquí: [enlace sospechoso]"";spam;prestamos@dinero.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Reunión de trabajo;""Estimado colega; le recordamos la reunión de trabajo para mañana a las 9:00 AM."";ham;reuniones@trabajo.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡Gane un millón de dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premios@ofertasespeciales.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Tu compra ha sido procesada;""Estimado cliente; su compra ha sido procesada correctamente. Puede ver el detalle aquí: [enlace seguro]"";ham;compras@tiendaonline.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Problemas con su cuenta bancaria;""Estimado cliente; hemos detectado actividad inusual en su cuenta bancaria. Haga clic aquí para verificar su información: [enlace sospechoso]"";spam;seguridad@banco.net;True;False;False;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Su compra ha sido procesada;""Estimado cliente; su compra ha sido procesada correctamente. Puede ver el detalle aquí: [enlace seguro]"";ham;compras@tiendaonline.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Cita médica;""Estimado paciente; le recordamos su cita médica para mañana a las 10:00 AM."";ham;citas@clinica.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta de trabajo;""Estimado candidato; tenemos una nueva oferta de trabajo que podría interesarle. Vea los detalles aquí: [enlace seguro]"";ham;empleos@empresa.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡Gane un auto nuevo!;""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamar su premio; ingrese sus datos aquí: [enlace sospechoso]"";spam;premios@ganagratis.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Problemas con su cuenta;""Estimado usuario; hemos detectado un problema con su cuenta. Por favor; verifique su información aquí: [enlace sospechoso]"";spam;soporte@cuentasegura.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta limitada: ¡50% de descuento!,¡Aprovecha esta increíble oferta! 50% de descuento en todos nuestros productos. Haga clic aquí: [enlace sospechoso],spam,ofertas@descuentos.com,1,1,1,1,SPAM,1,1,1,1,118,2,0.05434782608695652,16
"Recordatorio de pago;""Estimado cliente; le recordamos que su pago vence el 15 de octubre."";ham;pagos@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Su cuenta ha sido bloqueada;""Estimado usuario; su cuenta ha sido bloqueada debido a actividad sospechosa. Por favor; restablezca su contraseña aquí: [enlace sospechoso]"";spam;seguridad@correo.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Reserva de hotel;""Estimado cliente; su reserva de hotel ha sido confirmada. Puede ver los detalles aquí: [enlace seguro]"";ham;reservas@hotel.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡Gane un viaje gratis!;""¡Felicidades! Ha ganado un viaje gratis. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premios@viajesgratis.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Actualización de software;""Estimado usuario; hay una actualización importante de software disponible. Por favor; descargue la actualización aquí: [enlace seguro]"";ham;soporte@software.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta de préstamo;""Estimado cliente; obtenga un préstamo personal con tasas bajas. Solicite aquí: [enlace sospechoso]"";spam;prestamos@dinero.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Reunión de trabajo;""Estimado colega; le recordamos la reunión de trabajo para mañana a las 9:00 AM."";ham;reuniones@trabajo.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu paquete ha llegado;""Su paquete llegó a la oficina de correos; puede recogerlo."";ham;envios@correo.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Factura pendiente;""Estimado cliente; le recordamos que tiene una factura pendiente. Por favor; realice el pago lo antes posible."";ham;facturas@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Oferta irresistible!,¡No te pierdas esta increíble oferta! ¡Precios rebajados hasta un 70%,spam,ofertas@superdescuento.com,0,0,0,0,SPAM,0,0,0,0,72,2,0.09090909090909091,11
"Cambio de contraseña;""Estimado usuario; hemos detectado un intento de acceso no autorizado a tu cuenta. Cambia tu contraseña cuanto antes."";ham;seguridad@gmail.com;False;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Gane dinero fácil,Aprenda a ganar dinero desde casa. ¡Haga clic aquí para más información!,spam,dinero@facil.com,0,0,0,0,SPAM,0,0,0,0,76,1,0.1016949152542373,12
Re: Confirmación de pedido,Su pedido ha sido confirmado. Haga clic aquí para ver los detalles.,ham,pedidos@amazon.com,0,0,0,0,SPAM,0,0,0,0,68,0,0.05555555555555555,12
Alerta de seguridad,Hemos detectado una actividad sospechosa en tu cuenta. ¡Actúa ya!,spam,seguridad@bancaonline.com,0,0,0,0,SPAM,0,0,0,0,67,1,0.07407407407407407,10
Tu suscripción ha sido renovada,Tu suscripción a nuestro servicio ha sido renovada exitosamente.,ham,suscripciones@netflix.com,0,0,0,0,SPAM,0,0,0,0,65,0,0.03636363636363636,9
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,1,1,1,1,SPAM,1,1,1,1,93,2,0.09722222222222222,13
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@ejemplo.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualiza tu contraseña;""Estimado usuario; por favor actualiza tu contraseña para mejorar tu seguridad. [enlace legítimo]"";ham;seguridad@gmail.com;True;False;False;True;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re: Tu paquete está listo,Su paquete está listo para ser recogido. Verifique su estado aquí: [enlace legítimo],ham,envios@yahoo.com,0,0,0,0,SPAM,0,0,0,0,87,0,0.07352941176470588,13
"¡¡Gana un auto!!;""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamarlo; ingrese sus datos aquí: [enlace sospechoso]"";spam;ganador@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,3,0.0,0
"Mensaje importante;""Su cuenta ha sido bloqueada. Por favor; inicie sesión aquí para desbloquearla: [enlace sospechoso]"";spam;seguridad@cuenta.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Compra ahora,Aprovecha nuestras ofertas. Compre aquí: [enlace sospechoso],spam,ofertas@promociones.com,0,0,0,0,SPAM,0,0,0,0,61,0,0.06,7
"Solicitud de amistad;""Hola; ¿quieres ser mi amigo?"";ham;amigo@gmail.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu cuenta ha sido comprometida;""Estimado usuario; #emos detectado actividad sospechosa en su cuenta. Por favor; cambie su contraseña inmediatamente."";ham;seguridad@gmail.com;False;False;False;True;Ham",No#e,,,0,0,0,0,HAM,0,0,0,0,4,0,0.3333333333333333,1
Re: Cita médica,Su cita médica está confirmada para mañana a las 10:00 am.,ham,citas@hospital.com,0,0,0,0,HAM,0,0,0,0,61,0,0.09523809523809523,11
Oferta Exclusiva: ¡50% de descuento!,Aprovecha nuestro descuento del 50% en todos nuestros productos. Compra ahora: [enlace sospechoso],spam,ofertas@descuentos.net,0,0,0,0,SPAM,0,0,0,0,98,1,0.02531645569620253,13
"Mensaje importante del banco;""Estimado cliente; por favor verifique su saldo aquí: [enlace sospechoso]"";spam;banco@correos.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re: Tu reserva está confirmada,Su reserva está confirmada. Vea los detalles aquí: [enlace legítimo],ham,reservas@hotel.com,0,0,0,0,SPAM,0,0,0,0,71,0,0.09090909090909091,10
¡Felicidades! Has ganado un premio,¡Felicidades! Has ganado un premio. Reclámalo aquí: [enlace sospechoso],spam,premios@ganadores.net,0,0,0,0,HAM,0,0,0,0,74,2,0.10344827586206896,9
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@ejemplo.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡¡Gana un viaje!!;""¡Felicitaciones! Ha ganado un viaje gratis. Para reclamarlo; ingrese sus datos aquí: [enlace sospechoso]"";spam;ganador@viajes.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,3,0.0,0
"Actualiza tu información;""Estimado usuario; por favor actualiza tu información personal para mejorar tu experiencia."";ham;soporte@gmail.com;False;False;False;Tru#;Spam",#one,,,0,0,0,0,HAM,0,0,0,0,4,0,0.0,1
Re: Tu cita médica,Tu cita médica está confirmada para el lunes a las 3pm.,ham,citas@medicas.com,0,0,0,0,HAM,0,0,0,0,57,0,0.06976744186046512,11
Compra ahora,Aprovecha nuestras ofertas. Compre aquí: [enlace sospechoso],spam,ofertas@promociones.com,0,0,0,0,SPAM,0,0,0,0,61,0,0.06,7
¡Gana un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,93,2,0.09722222222222222,13
Re: Tu paquete está listo,Su paquete está listo para ser recogido. Verifique su estado aquí: [enlace legítimo],ham,envios@yahoo.com,0,0,0,0,SPAM,0,0,0,0,87,0,0.07352941176470588,13
"Mensaje importante;""Su cuenta ha sido bloqueada. Por favor; inicie sesión aquí para desbloquearla: [enlace sospechoso]"";spam;seguridad@cuenta.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado. Puede rastrearlo aquí: [enlace legítimo]"";ham;pedidos@ejemplo.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,93,2,0.09722222222222222,13
Re: Tu reserva está confirmada,Su reserva está confirmada. Vea los detalles aquí: [enlace legítimo],ham,reservas@hotel.com,1,1,1,1,SPAM,1,1,1,1,71,0,0.09090909090909091,10
"¡¡Gana un auto!!;""¡Felicitaciones! Ha ganado un auto nuevo. Para reclamarlo; ingrese sus datos aquí: [enlace sospechoso]"";spam;ganador@sorteos.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,3,0.0,0
"Actualiza tu contraseña;""Estimado usuario; por favor actualiza tu contraseña para mejorar tu seguridad. [enlace legítimo]"";ham;seguridad@gmail.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
